"","tax_sp_level","phylum","order","species","family","genus","specificEpithet","a_habit","nbe_records"
"21839","Pleiotaxis overlaetii","Magnoliophyta","Asterales","Pleiotaxis overlaetii","Asteraceae","Pleiotaxis","overlaetii","herb","4"
"21840","Pleiotaxis perfoliata","Magnoliophyta","Asterales","Pleiotaxis perfoliata","Asteraceae","Pleiotaxis","perfoliata","","1"
"21841","Pleiotaxis petitiana","Magnoliophyta","Asterales","Pleiotaxis petitiana","Asteraceae","Pleiotaxis","petitiana","shrublet","1"
"21842","Pleiotaxis pulcherrima","Magnoliophyta","Asterales","Pleiotaxis pulcherrima","Asteraceae","Pleiotaxis","pulcherrima","herb","16"
"21843","Pleiotaxis racemosa","Magnoliophyta","Asterales","Pleiotaxis racemosa","Asteraceae","Pleiotaxis","racemosa","herb","3"
"21844","Pleiotaxis robynsiana","Magnoliophyta","Asterales","Pleiotaxis robynsiana","Asteraceae","Pleiotaxis","robynsiana","herb","2"
"21845","Pleiotaxis rogersii","Magnoliophyta","Asterales","Pleiotaxis rogersii","Asteraceae","Pleiotaxis","rogersii","herb","107"
"21846","Pleiotaxis rugosa","Magnoliophyta","Asterales","Pleiotaxis rugosa","Asteraceae","Pleiotaxis","rugosa","shrublet","11"
"21847","Pleiotaxis subpaniculata","Magnoliophyta","Asterales","Pleiotaxis subpaniculata","Asteraceae","Pleiotaxis","subpaniculata","herb","3"
"21848","Pleiotaxis subscaposa","Magnoliophyta","Asterales","Pleiotaxis subscaposa","Asteraceae","Pleiotaxis","subscaposa","herb","2"
"21849","Pleiotaxis upembensis","Magnoliophyta","Asterales","Pleiotaxis upembensis","Asteraceae","Pleiotaxis","upembensis","herb","5"
"21850","Pleopeltis bampsii","Pteridophyta","Polypodiales","Pleopeltis bampsii","Polypodiaceae","Pleopeltis","bampsii","epiphyte","1"
"21851","Pleopeltis macrocarpa","Pteridophyta","Polypodiales","Pleopeltis macrocarpa","Polypodiaceae","Pleopeltis","macrocarpa","epiphyte","99"
"21852","Pleopeltis nicklesii","Pteridophyta","Polypodiales","Pleopeltis nicklesii","Polypodiaceae","Pleopeltis","nicklesii","herb","2"
"21853","Pleopeltis rotunda","Pteridophyta","Polypodiales","Pleopeltis rotunda","Polypodiaceae","Pleopeltis","rotunda","epiphyte","8"
"21854","Plesiatropha carpinifolia","Magnoliophyta","Malpighiales","Plesiatropha carpinifolia var. carpinifolia","Euphorbiaceae","Plesiatropha","carpinifolia","shrub","71"
"21855","Plesiatropha carpinifolia","Magnoliophyta","Malpighiales","Plesiatropha carpinifolia var. strigosa","Euphorbiaceae","Plesiatropha","carpinifolia","shrub","71"
"21856","Plesiatropha klaineana","Magnoliophyta","Malpighiales","Plesiatropha klaineana","Euphorbiaceae","Plesiatropha","klaineana","shrub","19"
"21857","Plesiatropha paniculata","Magnoliophyta","Malpighiales","Plesiatropha paniculata subsp. paniculata","Euphorbiaceae","Plesiatropha","paniculata","tree","34"
"21858","Plesiatropha paniculata","Magnoliophyta","Malpighiales","Plesiatropha paniculata subsp. occidentalis","Euphorbiaceae","Plesiatropha","paniculata","tree","34"
"21859","Plesiatropha paniculata","Magnoliophyta","Malpighiales","Plesiatropha paniculata","Euphorbiaceae","Plesiatropha","paniculata","tree","34"
"21860","Pleuropterantha revoilii","Magnoliophyta","Caryophyllales","Pleuropterantha revoilii","Amaranthaceae","Pleuropterantha","revoilii","shrub","4"
"21861","Pleurostelma cernuum","Magnoliophyta","Gentianales","Pleurostelma cernuum","Apocynaceae","Pleurostelma","cernuum","shrub","8"
"21862","Pleurostelma schimperi","Magnoliophyta","Gentianales","Pleurostelma schimperi","Apocynaceae","Pleurostelma","schimperi","shrub","5"
"21863","Pleurostylia africana","Magnoliophyta","Celastrales","Pleurostylia africana","Celastraceae","Pleurostylia","africana","tree","10"
"21864","Pleurostylia capensis","Magnoliophyta","Celastrales","Pleurostylia capensis","Celastraceae","Pleurostylia","capensis","","1"
"21865","Plexipus cuneifolius","Magnoliophyta","Lamiales","Plexipus cuneifolius","Verbenaceae","Plexipus","cuneifolius","shrub","2"
"21866","Plexipus garipensis","Magnoliophyta","Lamiales","Plexipus garipensis","Verbenaceae","Plexipus","garipensis","shrub","2"
"21867","Plexipus hederaceus","Magnoliophyta","Lamiales","Plexipus hederaceus","Verbenaceae","Plexipus","hederaceus","shrub","2"
"21868","Plexipus pumilus","Magnoliophyta","Lamiales","Plexipus pumilus","Verbenaceae","Plexipus","pumilus","shrub","2"
"21869","Plicosepalus acaciae","Magnoliophyta","Santalales","Plicosepalus acaciae","Loranthaceae","Plicosepalus","acaciae","parasitic","9"
"21870","Plicosepalus curviflorus","Magnoliophyta","Santalales","Plicosepalus curviflorus","Loranthaceae","Plicosepalus","curviflorus","parasitic","25"
"21871","Plicosepalus kalachariensis","Magnoliophyta","Santalales","Plicosepalus kalachariensis","Loranthaceae","Plicosepalus","kalachariensis","parasitic","4"
"21872","Plicosepalus meridianus","Magnoliophyta","Santalales","Plicosepalus meridianus","Loranthaceae","Plicosepalus","meridianus","parasitic","4"
"21873","Plicosepalus ogadenensis","Magnoliophyta","Santalales","Plicosepalus ogadenensis","Loranthaceae","Plicosepalus","ogadenensis","parasitic","1"
"21874","Plicosepalus robustus","Magnoliophyta","Santalales","Plicosepalus robustus","Loranthaceae","Plicosepalus","robustus","parasitic","1"
"21875","Plicosepalus sagittifolius","Magnoliophyta","Santalales","Plicosepalus sagittifolius","Loranthaceae","Plicosepalus","sagittifolius","parasitic","15"
"21876","Plicosepalus somalensis","Magnoliophyta","Santalales","Plicosepalus somalensis","Loranthaceae","Plicosepalus","somalensis","parasitic","1"
"21877","Plinthus karooicus","Magnoliophyta","Caryophyllales","Plinthus karooicus","Aizoaceae","Plinthus","karooicus","","1"
"21878","Plinthus sericeus","Magnoliophyta","Caryophyllales","Plinthus sericeus","Aizoaceae","Plinthus","sericeus","herb","1"
"21879","Pluchea bequaertii","Magnoliophyta","Asterales","Pluchea bequaertii","Asteraceae","Pluchea","bequaertii","herb","1"
"21880","Pluchea dioscoridis","Magnoliophyta","Asterales","Pluchea dioscoridis","Asteraceae","Pluchea","dioscoridis","shrub","51"
"21881","Pluchea ovalis","Magnoliophyta","Asterales","Pluchea ovalis","Asteraceae","Pluchea","ovalis","shrub","34"
"21882","Pluchea sarcophylla","Magnoliophyta","Asterales","Pluchea sarcophylla","Asteraceae","Pluchea","sarcophylla","shrub","2"
"21883","Pluchea somaliensis","Magnoliophyta","Asterales","Pluchea somaliensis","Asteraceae","Pluchea","somaliensis","shrub","4"
"21884","Pluchea sordida","Magnoliophyta","Asterales","Pluchea sordida","Asteraceae","Pluchea","sordida","shrublet","12"
"21885","Plukenetia africana","Magnoliophyta","Malpighiales","Plukenetia africana","Euphorbiaceae","Plukenetia","africana","shrub","3"
"21886","Plukenetia conophora","Magnoliophyta","Malpighiales","Plukenetia conophora","Euphorbiaceae","Plukenetia","conophora","liana","78"
"21887","Plumbago amplexicaulis","Magnoliophyta","Caryophyllales","Plumbago amplexicaulis","Plumbaginaceae","Plumbago","amplexicaulis","herb","6"
"21888","Plumbago auriculata","Magnoliophyta","Caryophyllales","Plumbago auriculata","Plumbaginaceae","Plumbago","auriculata","shrub","2"
"21889","Plumbago ciliata","Magnoliophyta","Caryophyllales","Plumbago ciliata","Plumbaginaceae","Plumbago","ciliata","herb","1"
"21890","Plumbago dawei","Magnoliophyta","Caryophyllales","Plumbago dawei","Plumbaginaceae","Plumbago","dawei","herb","3"
"21891","Plumbago glandulicaulis","Magnoliophyta","Caryophyllales","Plumbago glandulicaulis","Plumbaginaceae","Plumbago","glandulicaulis","herb","1"
"21892","Plumbago montis-elgonis","Magnoliophyta","Caryophyllales","Plumbago montis-elgonis","Plumbaginaceae","Plumbago","montis-elgonis","herb","1"
"21893","Plumbago stenophylla","Magnoliophyta","Caryophyllales","Plumbago stenophylla","Plumbaginaceae","Plumbago","stenophylla","herb","2"
"21894","Plumbago truncata","Magnoliophyta","Caryophyllales","Plumbago truncata","Plumbaginaceae","Plumbago","truncata","herb","3"
"21895","Plumbago zeylanica","Magnoliophyta","Caryophyllales","Plumbago zeylanica","Plumbaginaceae","Plumbago","zeylanica","herb","92"
"21896","Poa annua","Magnoliophyta","Poales","Poa annua","Poaceae","Poa","annua","herb","26"
"21897","Poa chokensis","Magnoliophyta","Poales","Poa chokensis","Poaceae","Poa","chokensis","herb","1"
"21898","Poa kilimanjarica","Magnoliophyta","Poales","Poa kilimanjarica","Poaceae","Poa","kilimanjarica","herb","5"
"21899","Poa leptoclada","Magnoliophyta","Poales","Poa leptoclada","Poaceae","Poa","leptoclada","herb","25"
"21900","Poa muhavurensis","Magnoliophyta","Poales","Poa muhavurensis","Poaceae","Poa","muhavurensis","herb","5"
"21901","Poa ruwenzoriensis","Magnoliophyta","Poales","Poa ruwenzoriensis","Poaceae","Poa","ruwenzoriensis","herb","4"
"21902","Poa schimperiana","Magnoliophyta","Poales","Poa schimperiana","Poaceae","Poa","schimperiana","herb","27"
"21903","Poa simensis","Magnoliophyta","Poales","Poa simensis","Poaceae","Poa","simensis","herb","4"
"21904","Podangis dactyloceras","Magnoliophyta","Asparagales","Podangis dactyloceras","Orchidaceae","Podangis","dactyloceras","epiphyte","19"
"21905","Podocarpus elongatus","Pinophyta","Pinales","Podocarpus elongatus","Podocarpaceae","Podocarpus","elongatus","tree","3"
"21906","Podocarpus henkelii","Pinophyta","Pinales","Podocarpus henkelii","Podocarpaceae","Podocarpus","henkelii","tree","9"
"21907","Podocarpus latifolius","Pinophyta","Pinales","Podocarpus latifolius","Podocarpaceae","Podocarpus","latifolius","tree","76"
"21908","Podocarpus milanjianus","Pinophyta","Pinales","Podocarpus milanjianus","Podocarpaceae","Podocarpus","milanjianus","tree","153"
"21909","Podocarpus thunbergii","Pinophyta","Pinales","Podocarpus thunbergii","Podocarpaceae","Podocarpus","thunbergii","tree","2"
"21910","Podococcus acaulis","Magnoliophyta","Arecales","Podococcus acaulis","Arecaceae","Podococcus","acaulis","herb","55"
"21911","Podococcus barteri","Magnoliophyta","Arecales","Podococcus barteri","Arecaceae","Podococcus","barteri","shrub","129"
"21912","Podranea brycei","Magnoliophyta","Lamiales","Podranea brycei","Bignoniaceae","Podranea","brycei","liana","1"
"21913","Poecilocalyx schumannii","Magnoliophyta","Gentianales","Poecilocalyx schumannii","Rubiaceae","Poecilocalyx","schumannii","shrub","107"
"21914","Poecilocalyx spec.nov.1","Magnoliophyta","Gentianales","Poecilocalyx spec.nov.1","Rubiaceae","Poecilocalyx","spec.nov.1","shrub","1"
"21915","Poecilocalyx stipulosa","Magnoliophyta","Gentianales","Poecilocalyx stipulosa","Rubiaceae","Poecilocalyx","stipulosa","shrub","32"
"21916","Poecilostachys oplismenoides","Magnoliophyta","Poales","Poecilostachys oplismenoides","Poaceae","Poecilostachys","oplismenoides","herb","43"
"21917","Poga oleosa","Magnoliophyta","Cucurbitales","Poga oleosa","Anisophylleaceae","Poga","oleosa","tree","36"
"21918","Poggea alata","Magnoliophyta","Malpighiales","Poggea alata","Achariaceae","Poggea","alata","shrub","54"
"21919","Poggea gossweileri","Magnoliophyta","Malpighiales","Poggea gossweileri","Achariaceae","Poggea","gossweileri","shrub","26"
"21920","Poggea longepedunculata","Magnoliophyta","Malpighiales","Poggea longepedunculata","Achariaceae","Poggea","longepedunculata","shrub","6"
"21921","Poggea spec.nov. 1","Magnoliophyta","Malpighiales","Poggea spec.nov. 1","Achariaceae","Poggea","spec.nov. 1","shrub","3"
"21922","Pogonarthria fleckii","Magnoliophyta","Poales","Pogonarthria fleckii","Poaceae","Pogonarthria","fleckii","herb","2"
"21923","Pogonarthria leiarthra","Magnoliophyta","Poales","Pogonarthria leiarthra","Poaceae","Pogonarthria","leiarthra","herb","1"
"21924","Pogonarthria squarrosa","Magnoliophyta","Poales","Pogonarthria squarrosa","Poaceae","Pogonarthria","squarrosa","herb","36"
"21925","Pogonophora letouzeyi","Magnoliophyta","Malpighiales","Pogonophora letouzeyi","Euphorbiaceae","Pogonophora","letouzeyi","tree","42"
"21926","Pogostemon micangensis","Magnoliophyta","Lamiales","Pogostemon micangensis","Lamiaceae","Pogostemon","micangensis","herb","3"
"21927","Polhillia involucratum","Magnoliophyta","Fabales","Polhillia involucratum","Fabaceae","Polhillia","involucratum","shrub","3"
"21928","Pollia bracteata","Magnoliophyta","Commelinales","Pollia bracteata","Commelinaceae","Pollia","bracteata","herb","7"
"21929","Pollia condensata","Magnoliophyta","Commelinales","Pollia condensata","Commelinaceae","Pollia","condensata","herb","248"
"21930","Pollia mannii","Magnoliophyta","Commelinales","Pollia mannii","Commelinaceae","Pollia","mannii","herb","25"
"21931","Pollichia campestris","Magnoliophyta","Caryophyllales","Pollichia campestris","Caryophyllaceae","Pollichia","campestris","herb","30"
"21932","Polycarena batteniana","Magnoliophyta","Lamiales","Polycarena batteniana","Scrophulariaceae","Polycarena","batteniana","","2"
"21933","Polycarena capensis","Magnoliophyta","Lamiales","Polycarena capensis","Scrophulariaceae","Polycarena","capensis","","1"
"21934","Polycarena maxii","Magnoliophyta","Lamiales","Polycarena maxii","Scrophulariaceae","Polycarena","maxii","","1"
"21935","Polycarena pubescens","Magnoliophyta","Lamiales","Polycarena pubescens","Scrophulariaceae","Polycarena","pubescens","","1"
"21936","Polycarena rariflora","Magnoliophyta","Lamiales","Polycarena rariflora var. micrantha","Scrophulariaceae","Polycarena","rariflora","","1"
"21937","Polycarena schlechteri","Magnoliophyta","Lamiales","Polycarena schlechteri","Scrophulariaceae","Polycarena","schlechteri","","1"
"21938","Polycarena selaginoides","Magnoliophyta","Lamiales","Polycarena selaginoides","Scrophulariaceae","Polycarena","selaginoides","","1"
"21939","Polycarpaea billei","Magnoliophyta","Caryophyllales","Polycarpaea billei","Caryophyllaceae","Polycarpaea","billei","herb","2"
"21940","Polycarpaea clavifolia","Magnoliophyta","Caryophyllales","Polycarpaea clavifolia","Caryophyllaceae","Polycarpaea","clavifolia","herb","1"
"21941","Polycarpaea corymbosa","Magnoliophyta","Caryophyllales","Polycarpaea corymbosa","Caryophyllaceae","Polycarpaea","corymbosa","herb","120"
"21942","Polycarpaea corymbosa","Magnoliophyta","Caryophyllales","Polycarpaea corymbosa var. contracta","Caryophyllaceae","Polycarpaea","corymbosa","herb","120"
"21943","Polycarpaea corymbosa","Magnoliophyta","Caryophyllales","Polycarpaea corymbosa var. corymbosa","Caryophyllaceae","Polycarpaea","corymbosa","herb","120"
"21944","Polycarpaea corymbosa","Magnoliophyta","Caryophyllales","Polycarpaea corymbosa var. expansa","Caryophyllaceae","Polycarpaea","corymbosa","herb","120"
"21945","Polycarpaea corymbosa","Magnoliophyta","Caryophyllales","Polycarpaea corymbosa var. pseudolinearifolia","Caryophyllaceae","Polycarpaea","corymbosa","herb","120"
"21946","Polycarpaea eriantha","Magnoliophyta","Caryophyllales","Polycarpaea eriantha","Caryophyllaceae","Polycarpaea","eriantha","herb","89"
"21947","Polycarpaea eriantha","Magnoliophyta","Caryophyllales","Polycarpaea eriantha var. eriantha","Caryophyllaceae","Polycarpaea","eriantha","herb","89"
"21948","Polycarpaea eriantha","Magnoliophyta","Caryophyllales","Polycarpaea eriantha var. effusa","Caryophyllaceae","Polycarpaea","eriantha","herb","89"
"21949","Polycarpaea glabrifolia","Magnoliophyta","Caryophyllales","Polycarpaea glabrifolia","Caryophyllaceae","Polycarpaea","glabrifolia","shrub","6"
"21950","Polycarpaea grahamii","Magnoliophyta","Caryophyllales","Polycarpaea grahamii","Caryophyllaceae","Polycarpaea","grahamii","herb","3"
"21951","Polycarpaea guardafuiensis","Magnoliophyta","Caryophyllales","Polycarpaea guardafuiensis","Caryophyllaceae","Polycarpaea","guardafuiensis","shrub","1"
"21952","Polycarpaea linearifolia","Magnoliophyta","Caryophyllales","Polycarpaea linearifolia","Caryophyllaceae","Polycarpaea","linearifolia","herb","64"
"21953","Polycarpaea nivea","Magnoliophyta","Caryophyllales","Polycarpaea nivea","Caryophyllaceae","Polycarpaea","nivea","herb","3"
"21954","Polycarpaea poggei","Magnoliophyta","Caryophyllales","Polycarpaea poggei","Caryophyllaceae","Polycarpaea","poggei","herb","22"
"21955","Polycarpaea somalensis","Magnoliophyta","Caryophyllales","Polycarpaea somalensis","Caryophyllaceae","Polycarpaea","somalensis","herb","1"
"21956","Polycarpaea spicata","Magnoliophyta","Caryophyllales","Polycarpaea spicata","Caryophyllaceae","Polycarpaea","spicata","herb","2"
"21957","Polycarpaea tenuifolia","Magnoliophyta","Caryophyllales","Polycarpaea tenuifolia","Caryophyllaceae","Polycarpaea","tenuifolia","herb","21"
"21958","Polycarpaea tenuistyla","Magnoliophyta","Caryophyllales","Polycarpaea tenuistyla","Caryophyllaceae","Polycarpaea","tenuistyla","herb","2"
"21959","Polycarpaea ventiversa","Magnoliophyta","Caryophyllales","Polycarpaea ventiversa","Caryophyllaceae","Polycarpaea","ventiversa","shrublet","1"
"21960","Polycarpon prostratum","Magnoliophyta","Caryophyllales","Polycarpon prostratum","Caryophyllaceae","Polycarpon","prostratum","herb","39"
"21961","Polycarpon prostratum","Magnoliophyta","Caryophyllales","Polycarpon prostratum var. prostratum","Caryophyllaceae","Polycarpon","prostratum","herb","39"
"21962","Polycarpon tetraphyllum","Magnoliophyta","Caryophyllales","Polycarpon tetraphyllum","Caryophyllaceae","Polycarpon","tetraphyllum","herb","4"
"21963","Polycephalium capitatum","Magnoliophyta","near Garryales","Polycephalium capitatum","Icacinaceae","Polycephalium","capitatum","liana","39"
"21964","Polycephalium lobatum","Magnoliophyta","near Garryales","Polycephalium lobatum","Icacinaceae","Polycephalium","lobatum","liana","31"
